measure,location,sex,age,cause,rei,metric,year,val,upper,lower
Deaths,Global,Both,All Ages,Otitis media,Ambient particulate matter pollution,Rate,1996,0.00021202002452376317,0.0007397176972995827,2.5478111464363397e-05
Deaths,Global,Both,All Ages,Meningitis,Ambient particulate matter pollution,Rate,1996,0.016639896687734926,0.028931250044678336,0.009258618040312756
Deaths,Global,Both,All Ages,Neonatal preterm birth,Ambient particulate matter pollution,Rate,1996,0.7938074713483211,1.1837651034111225,0.5079075204113266
Deaths,Global,Both,All Ages,Otitis media,Ambient particulate matter pollution,Rate,1999,0.00017438750193027167,0.000610376667540144,1.9790670723118595e-05
Deaths,Global,Both,All Ages,Meningitis,Ambient particulate matter pollution,Rate,1999,0.016228503629659517,0.027071002977729013,0.009150288882976821
Deaths,Global,Both,All Ages,Sudden infant death syndrome,Ambient particulate matter pollution,Rate,1997,0.003741839299658126,0.009195518838151234,0.0016391261659160132
Deaths,Global,Both,All Ages,Ischemic stroke,Ambient particulate matter pollution,Rate,1996,4.52683877974721,5.7009205806743415,3.3330097713470765
Deaths,Global,Both,All Ages,Intracerebral hemorrhage,Ambient particulate matter pollution,Rate,1995,4.833769756248027,6.5610394865437875,3.2479555485773406
Deaths,Global,Both,All Ages,Upper respiratory infections,Ambient particulate matter pollution,Rate,1996,0.0004192665098296457,0.0007663763863590182,0.00015465411845855059
Deaths,Global,Both,All Ages,Neonatal preterm birth,Ambient particulate matter pollution,Rate,1995,0.8075787889734993,1.2145266964092893,0.5089466203422771
Deaths,Global,Both,All Ages,Ischemic heart disease,Ambient particulate matter pollution,Rate,1995,11.978862721415203,14.917272449335014,9.086298696894943
Deaths,Global,Both,All Ages,Neonatal sepsis and other neonatal infections,Ambient particulate matter pollution,Rate,1998,0.1614898544574926,0.2634826783261143,0.09205045636332693
Deaths,Global,Both,All Ages,Hemolytic disease and other neonatal jaundice,Ambient particulate matter pollution,Rate,1998,0.074451095708291,0.12640634206528797,0.03981753632915132
Deaths,Global,Both,All Ages,Other neonatal disorders,Ambient particulate matter pollution,Rate,1997,0.3599988949048935,0.5815677012202759,0.2158139130117002
Deaths,Global,Both,All Ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,1996,2.420902489456757,3.2265842195377936,1.6721096978719845
Deaths,Global,Both,All Ages,Neonatal preterm birth,Ambient particulate matter pollution,Rate,1994,0.821677694556658,1.2528074020378854,0.5160919680414144
Deaths,Global,Both,All Ages,Lower respiratory infections,Ambient particulate matter pollution,Rate,1995,4.913966217819754,7.495199219991153,3.0365885365449397
Deaths,Global,Both,All Ages,Upper respiratory infections,Ambient particulate matter pollution,Rate,1999,0.00034907797837866513,0.0006291933252247762,0.00013520547837462412
Deaths,Global,Both,All Ages,Neonatal sepsis and other neonatal infections,Ambient particulate matter pollution,Rate,1995,0.15284278930989623,0.2545365239171924,0.08303937595747024
Deaths,Global,Both,All Ages,Hemolytic disease and other neonatal jaundice,Ambient particulate matter pollution,Rate,1995,0.07518390290442961,0.1352177265919861,0.03876946815581846
Deaths,Global,Both,All Ages,Lower respiratory infections,Ambient particulate matter pollution,Rate,1999,4.657864378338418,7.104071740858999,2.9962691641112835
Deaths,Global,Both,All Ages,Upper respiratory infections,Ambient particulate matter pollution,Rate,1995,0.0004495557123583064,0.0008355982013922628,0.00016524195794912356
Deaths,Global,Both,All Ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,1994,2.36664857070626,3.2125878456646895,1.627065331080414
Deaths,Global,Both,All Ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,1995,2.399950003827539,3.231457478373633,1.6562784822514176
Deaths,Global,Both,All Ages,Other neonatal disorders,Ambient particulate matter pollution,Rate,1999,0.3764555928494906,0.591013084271885,0.2280974520632229
Deaths,Global,Both,All Ages,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,1996,7.199789888547831,10.01892797200102,4.662395945653573
Deaths,Global,Both,All Ages,Diabetes mellitus type 2,Ambient particulate matter pollution,Rate,1997,1.2953450163331737,1.7827122363411816,0.8909550904200748
Deaths,Global,Both,All Ages,Encephalitis,Ambient particulate matter pollution,Rate,1998,0.0019096870894029273,0.0028718605334843612,0.0010990961936519878
Deaths,Global,Both,All Ages,Encephalitis,Ambient particulate matter pollution,Rate,1996,0.001857434039028606,0.002854847258242833,0.001039172989081469
Deaths,Global,Both,All Ages,Lower respiratory infections,Ambient particulate matter pollution,Rate,1996,4.801678028006656,7.330765736089917,3.022149622567799
Deaths,Global,Both,All Ages,Neonatal encephalopathy due to birth asphyxia and trauma,Ambient particulate matter pollution,Rate,1995,0.4899179620419891,0.8038007882150634,0.27116775299991747
Deaths,Global,Both,All Ages,Meningitis,Ambient particulate matter pollution,Rate,1995,0.016151466563508046,0.02787815627499502,0.008905944230078516
Deaths,Global,Both,All Ages,Neonatal preterm birth,Ambient particulate matter pollution,Rate,1999,0.7877442684427106,1.154193775997535,0.5139143632702493
Deaths,Global,Both,All Ages,Ischemic stroke,Ambient particulate matter pollution,Rate,1995,4.528327380916113,5.785685480896109,3.2783509746087716
Deaths,Global,Both,All Ages,Subarachnoid hemorrhage,Ambient particulate matter pollution,Rate,1995,1.027938443191693,1.4998429091055208,0.6283625511003267
Deaths,Global,Both,All Ages,Neonatal encephalopathy due to birth asphyxia and trauma,Ambient particulate matter pollution,Rate,1999,0.5264878837497085,0.8315748366751289,0.3096846381598935
Deaths,Global,Both,All Ages,Sudden infant death syndrome,Ambient particulate matter pollution,Rate,1996,0.003812618280707086,0.009506889214660787,0.0016543328061819945
Deaths,Global,Both,All Ages,Intracerebral hemorrhage,Ambient particulate matter pollution,Rate,1999,5.564947301519678,7.376529006782783,3.9806268229541515
Deaths,Global,Both,All Ages,Otitis media,Ambient particulate matter pollution,Rate,1998,0.00020090443058917872,0.0006917024030306458,2.1963010222928115e-05
Deaths,Global,Both,All Ages,Meningitis,Ambient particulate matter pollution,Rate,1998,0.01600399228832317,0.02692355557299919,0.009003612608922311
Deaths,Global,Both,All Ages,Sudden infant death syndrome,Ambient particulate matter pollution,Rate,1995,0.003929192919573523,0.00983773062088233,0.0016721533793892806
Deaths,Global,Both,All Ages,Neonatal preterm birth,Ambient particulate matter pollution,Rate,1998,0.7913355121476473,1.1626586198785858,0.5119156007219051
Deaths,Global,Both,All Ages,Ischemic heart disease,Ambient particulate matter pollution,Rate,1999,12.135837377030288,14.904750936009384,9.429427085294972
Deaths,Global,Both,All Ages,Upper respiratory infections,Ambient particulate matter pollution,Rate,1998,0.00037090605098614565,0.0006767109448643678,0.00014173123390004856
Deaths,Global,Both,All Ages,Neonatal encephalopathy due to birth asphyxia and trauma,Ambient particulate matter pollution,Rate,1998,0.5152829824970521,0.8239446473640135,0.2985095880142598
Deaths,Global,Both,All Ages,Ischemic stroke,Ambient particulate matter pollution,Rate,1998,4.5864310329433025,5.696426848749047,3.393764821714275
Deaths,Global,Both,All Ages,Subarachnoid hemorrhage,Ambient particulate matter pollution,Rate,1998,1.0304634050007782,1.4288790911147051,0.6622184967243218
Deaths,Global,Both,All Ages,Sudden infant death syndrome,Ambient particulate matter pollution,Rate,1999,0.003626848919436675,0.008861513968947169,0.0015797863174831534
Deaths,Global,Both,All Ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,1999,2.5644950283611245,3.3611857776954936,1.7833029678142946
Deaths,Global,Both,All Ages,Diarrheal diseases,Ambient particulate matter pollution,Rate,1999,0.09639465570790938,0.16754303209433993,0.05190991226298382
Deaths,Global,Both,All Ages,Diabetes mellitus type 2,Ambient particulate matter pollution,Rate,1996,1.249495534258106,1.730127321533745,0.8511431731014122
Deaths,Global,Both,All Ages,Otitis media,Ambient particulate matter pollution,Rate,1997,0.00020187299938817648,0.0006823322942356172,2.2812371505488564e-05
Deaths,Global,Both,All Ages,Encephalitis,Ambient particulate matter pollution,Rate,1999,0.0019325660758036656,0.0028927954747779414,0.0011237972301551752
Deaths,Global,Both,All Ages,Meningitis,Ambient particulate matter pollution,Rate,1997,0.015975263009771402,0.027173339160659372,0.008972594866784023
Deaths,Global,Both,All Ages,Neonatal sepsis and other neonatal infections,Ambient particulate matter pollution,Rate,1999,0.16471160763467965,0.2672656590278711,0.09572348869526652
Deaths,Global,Both,All Ages,Lower respiratory infections,Ambient particulate matter pollution,Rate,1998,4.710560392923995,7.18501076553093,2.971190485355909
Deaths,Global,Both,All Ages,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,1999,7.599673391474872,10.31355090361873,5.192226286336374
Deaths,Global,Both,All Ages,Neonatal preterm birth,Ambient particulate matter pollution,Rate,1997,0.7909706334342195,1.1620430321074862,0.5062071809995062
Deaths,Global,Both,All Ages,Hemolytic disease and other neonatal jaundice,Ambient particulate matter pollution,Rate,1999,0.0749630202831768,0.1257514892991623,0.04037216138173315
Deaths,Global,Both,All Ages,Neonatal encephalopathy due to birth asphyxia and trauma,Ambient particulate matter pollution,Rate,1997,0.5028293661572264,0.8109365798452528,0.2900245642321727
Deaths,Global,Both,All Ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,1998,2.4963177740537823,3.3097346769774547,1.7334266691257105
Deaths,Global,Both,All Ages,Diarrheal diseases,Ambient particulate matter pollution,Rate,1997,0.09860992906949456,0.17431335846747298,0.05198989089825529
Deaths,Global,Both,All Ages,Encephalitis,Ambient particulate matter pollution,Rate,1997,0.0018757962881265102,0.002849344431693825,0.0010619718341022082
Deaths,Global,Both,All Ages,Other neonatal disorders,Ambient particulate matter pollution,Rate,1998,0.3687617794205535,0.589682696793457,0.22175400516676674
Deaths,Global,Both,All Ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,1997,2.4513367521821956,3.269171380012879,1.6995673974032115
Deaths,Global,Both,All Ages,Neonatal sepsis and other neonatal infections,Ambient particulate matter pollution,Rate,1997,0.15777389910553577,0.259706584064755,0.08914852400203699
Deaths,Global,Both,All Ages,Upper respiratory infections,Ambient particulate matter pollution,Rate,1997,0.0003970574949284457,0.0007262313478251195,0.00014900698168081412
Deaths,Global,Both,All Ages,Hemolytic disease and other neonatal jaundice,Ambient particulate matter pollution,Rate,1997,0.07399046326195649,0.12896449043337507,0.039220498839070375
Deaths,Global,Both,All Ages,Diabetes mellitus type 2,Ambient particulate matter pollution,Rate,1995,1.2106971000108455,1.6770636182468899,0.8268289150730582
Deaths,Global,Both,All Ages,Intracerebral hemorrhage,Ambient particulate matter pollution,Rate,1998,5.325123421593369,7.068356373860262,3.719266806077593
Deaths,Global,Both,All Ages,Ischemic stroke,Ambient particulate matter pollution,Rate,1999,4.7039426020503186,5.840279737441928,3.498026475204728
Deaths,Global,Both,All Ages,Subarachnoid hemorrhage,Ambient particulate matter pollution,Rate,1999,1.0284239221747644,1.4142957237719993,0.6880949912241628
Deaths,Global,Both,All Ages,Diabetes mellitus type 2,Ambient particulate matter pollution,Rate,1999,1.385978682522553,1.8920073795846348,0.9554419857613641
Deaths,Global,Both,All Ages,Sudden infant death syndrome,Ambient particulate matter pollution,Rate,1998,0.003678371730732273,0.008971709993405165,0.001610484866545926
Deaths,Global,Both,All Ages,Ischemic heart disease,Ambient particulate matter pollution,Rate,1998,11.949900479939759,14.863934426019254,9.235154724029409
Deaths,Global,Both,All Ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2000,2.6330491963031095,3.4561569626659066,1.8371375474424154
Deaths,Global,Both,All Ages,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,1998,7.4778227464844615,10.204426064594957,5.0116671452170465
Deaths,Global,Both,All Ages,Diabetes mellitus type 2,Ambient particulate matter pollution,Rate,2001,1.4682953363305815,2.003386427346265,1.0093186147534823
Deaths,Global,Both,All Ages,Ischemic stroke,Ambient particulate matter pollution,Rate,2000,4.8219163731859105,5.933449075494086,3.613198706988068
Deaths,Global,Both,All Ages,Subarachnoid hemorrhage,Ambient particulate matter pollution,Rate,2000,0.999600876939337,1.3536678371480064,0.6755635050457788
Deaths,Global,Both,All Ages,Diarrheal diseases,Ambient particulate matter pollution,Rate,2002,0.08840014430994034,0.15109471508162733,0.04946618633174692
Deaths,Global,Both,All Ages,Encephalitis,Ambient particulate matter pollution,Rate,2002,0.0019099429267599888,0.0028361857701155154,0.0011693626606389387
Deaths,Global,Both,All Ages,Neonatal sepsis and other neonatal infections,Ambient particulate matter pollution,Rate,2002,0.16774450728151624,0.26498757198142964,0.10130074731860876
Deaths,Global,Both,All Ages,Hemolytic disease and other neonatal jaundice,Ambient particulate matter pollution,Rate,2002,0.07489632157559215,0.12297373710485861,0.04271865770246356
Deaths,Global,Both,All Ages,Lower respiratory infections,Ambient particulate matter pollution,Rate,2001,4.466650826330292,6.767457969809436,2.8943746641257317
Deaths,Global,Both,All Ages,Other neonatal disorders,Ambient particulate matter pollution,Rate,2001,0.38132217662542334,0.5913160411588787,0.2350929720462276
Deaths,Global,Both,All Ages,Lower respiratory infections,Ambient particulate matter pollution,Rate,2002,4.380545163630857,6.573506687137259,2.853382319231143
Deaths,Global,Both,All Ages,Ischemic heart disease,Ambient particulate matter pollution,Rate,2000,12.275914602872593,15.105246470140457,9.512792850038252
Deaths,Global,Both,All Ages,Otitis media,Ambient particulate matter pollution,Rate,2000,0.0001540167069002133,0.0005540403796556529,1.6524169834419775e-05
Deaths,Global,Both,All Ages,Meningitis,Ambient particulate matter pollution,Rate,2000,0.016344921725355375,0.026892753662818385,0.009281337279628798
Deaths,Global,Both,All Ages,Neonatal preterm birth,Ambient particulate matter pollution,Rate,2000,0.7797404772793154,1.1399077359546,0.5098247186785599
Deaths,Global,Both,All Ages,Other neonatal disorders,Ambient particulate matter pollution,Rate,2002,0.3841824603895766,0.5873041563480309,0.24008865968485743
Deaths,Global,Both,All Ages,Ischemic stroke,Ambient particulate matter pollution,Rate,2002,5.036076342917214,6.161162010295884,3.849902032538537
Deaths,Global,Both,All Ages,Neonatal encephalopathy due to birth asphyxia and trauma,Ambient particulate matter pollution,Rate,2000,0.5329015899051814,0.833055947571285,0.3175115660235483
Deaths,Global,Both,All Ages,Ischemic heart disease,Ambient particulate matter pollution,Rate,2001,12.461810129733719,15.236968704138256,9.756214830183927
Deaths,Global,Both,All Ages,Diarrheal diseases,Ambient particulate matter pollution,Rate,2000,0.09418562995899961,0.163284880805546,0.05094535260246523
Deaths,Global,Both,All Ages,Subarachnoid hemorrhage,Ambient particulate matter pollution,Rate,2002,0.8878148369717181,1.180917374985503,0.6184563532605301
Deaths,Global,Both,All Ages,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2000,7.736796656207559,10.340055200336268,5.335857949573609
Deaths,Global,Both,All Ages,Encephalitis,Ambient particulate matter pollution,Rate,2000,0.0019371892612710998,0.00286908642221094,0.0011330351472527101
Deaths,Global,Both,All Ages,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2001,7.784550644957092,10.347789037189012,5.427269954229938
Deaths,Global,Both,All Ages,Intracerebral hemorrhage,Ambient particulate matter pollution,Rate,2000,5.829820674490563,7.657742006720939,4.138489930987637
Deaths,Global,Both,All Ages,Upper respiratory infections,Ambient particulate matter pollution,Rate,2001,0.00028904611878316716,0.000510059230718696,0.00012237980705955193
Deaths,Global,Both,All Ages,Lower respiratory infections,Ambient particulate matter pollution,Rate,2000,4.579812824434293,6.953046156897763,2.9827699288545966
Deaths,Global,Both,All Ages,Other neonatal disorders,Ambient particulate matter pollution,Rate,2000,0.3807518528101635,0.5961958834122352,0.2294621054776871
Deaths,Global,Both,All Ages,Neonatal sepsis and other neonatal infections,Ambient particulate matter pollution,Rate,2000,0.16641639546097892,0.26951572885457464,0.09732159647994311
Deaths,Global,Both,All Ages,Hemolytic disease and other neonatal jaundice,Ambient particulate matter pollution,Rate,2000,0.07524023336507968,0.12706177838242286,0.04091731498160963
Deaths,Global,Both,All Ages,Ischemic heart disease,Ambient particulate matter pollution,Rate,2002,12.734851898379892,15.579119993888472,9.955520185424664
Deaths,Global,Both,All Ages,Sudden infant death syndrome,Ambient particulate matter pollution,Rate,2000,0.0035552647116802835,0.008711604113214632,0.001561796221280271
Deaths,Global,Both,All Ages,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2002,7.83103749663736,10.314718778458436,5.590260836362508
Deaths,Global,Both,All Ages,Intracerebral hemorrhage,Ambient particulate matter pollution,Rate,2001,6.034860292350459,7.7988721470820614,4.288080679369412
Deaths,Global,Both,All Ages,Upper respiratory infections,Ambient particulate matter pollution,Rate,2002,0.0002598932202385118,0.00045780151960077894,0.00011479694853386802
Deaths,Global,Both,All Ages,Otitis media,Ambient particulate matter pollution,Rate,2001,0.00013712416167944338,0.00047917999256635776,1.369373114874369e-05
Deaths,Global,Both,All Ages,Meningitis,Ambient particulate matter pollution,Rate,2001,0.016323185919947986,0.026675440075110843,0.009374301562767556
Deaths,Global,Both,All Ages,Diabetes mellitus type 2,Ambient particulate matter pollution,Rate,2000,1.4262670622768359,1.9420748365483755,0.9713702577899016
Deaths,Global,Both,All Ages,Sudden infant death syndrome,Ambient particulate matter pollution,Rate,2001,0.003473966753423601,0.008445395709155989,0.0015457982494838309
Deaths,Global,Both,All Ages,Neonatal preterm birth,Ambient particulate matter pollution,Rate,2001,0.768603124754387,1.1140953845496937,0.501812986731351
Deaths,Global,Both,All Ages,Neonatal encephalopathy due to birth asphyxia and trauma,Ambient particulate matter pollution,Rate,2001,0.5335504609810359,0.828775914320289,0.318692196539177
Deaths,Global,Both,All Ages,Diabetes mellitus type 2,Ambient particulate matter pollution,Rate,2002,1.5222870842389797,2.0751248617070113,1.0481773064411086
Deaths,Global,Both,All Ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2001,2.682489521746056,3.5208199261993522,1.8806061762078568
Deaths,Global,Both,All Ages,Upper respiratory infections,Ambient particulate matter pollution,Rate,2000,0.00032067682296260083,0.0005705690960071606,0.00012741153289759009
Deaths,Global,Both,All Ages,Intracerebral hemorrhage,Ambient particulate matter pollution,Rate,2002,6.273215868263693,8.061544634702374,4.487350997122002
Deaths,Global,Both,All Ages,Diarrheal diseases,Ambient particulate matter pollution,Rate,2001,0.09129670131520924,0.1579776854579945,0.05063595352451685
Deaths,Global,Both,All Ages,Encephalitis,Ambient particulate matter pollution,Rate,2001,0.001924818250225299,0.0028268442856054983,0.0011551613414049753
Deaths,Global,Both,All Ages,Neonatal sepsis and other neonatal infections,Ambient particulate matter pollution,Rate,2001,0.16700632871195972,0.2659858826498059,0.09944584201677935
Deaths,Global,Both,All Ages,Hemolytic disease and other neonatal jaundice,Ambient particulate matter pollution,Rate,2001,0.07501791730765023,0.12545528657616992,0.041948713219164886
Deaths,Global,Both,All Ages,Sudden infant death syndrome,Ambient particulate matter pollution,Rate,2002,0.003390940054054073,0.008249879103105364,0.0015242313697851706
Deaths,Global,Both,All Ages,Otitis media,Ambient particulate matter pollution,Rate,2002,0.0001243928547810303,0.00044402252967653833,1.1962105177251118e-05
Deaths,Global,Both,All Ages,Meningitis,Ambient particulate matter pollution,Rate,2002,0.016295765283806062,0.02670828734971417,0.009486873938939955
Deaths,Global,Both,All Ages,Neonatal preterm birth,Ambient particulate matter pollution,Rate,2002,0.7600756177742203,1.0979280225825514,0.4986720234463249
Deaths,Global,Both,All Ages,Neonatal encephalopathy due to birth asphyxia and trauma,Ambient particulate matter pollution,Rate,2002,0.5342956331155017,0.8226778631628598,0.32068582846627347
Deaths,Global,Both,All Ages,Ischemic stroke,Ambient particulate matter pollution,Rate,2001,4.923515209549476,6.047769458481138,3.756008589215555
Deaths,Global,Both,All Ages,Subarachnoid hemorrhage,Ambient particulate matter pollution,Rate,2001,0.9444041130444591,1.258652003774965,0.6514839528301056
Deaths,Global,Both,All Ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2002,2.7485846895449226,3.5741176495469866,1.9556822741624211
Deaths,Global,Both,All Ages,Encephalitis,Ambient particulate matter pollution,Rate,2006,0.0018572667223943386,0.0026014064415343903,0.0012323194395016679
Deaths,Global,Both,All Ages,Hemolytic disease and other neonatal jaundice,Ambient particulate matter pollution,Rate,2006,0.07273725763444004,0.11117116508030929,0.0437642475499955
Deaths,Global,Both,All Ages,Diarrheal diseases,Ambient particulate matter pollution,Rate,2006,0.07861087984825914,0.12835813219954395,0.045859279353927515
Deaths,Global,Both,All Ages,Intracerebral hemorrhage,Ambient particulate matter pollution,Rate,2003,6.421756082075155,8.236246347156111,4.642135484614102
Deaths,Global,Both,All Ages,Neonatal sepsis and other neonatal infections,Ambient particulate matter pollution,Rate,2006,0.16964843812619917,0.2602697274274801,0.10648163107126454
Deaths,Global,Both,All Ages,Lower respiratory infections,Ambient particulate matter pollution,Rate,2005,4.196861382459978,6.127705926444797,2.7849692486868403
Deaths,Global,Both,All Ages,Hemolytic disease and other neonatal jaundice,Ambient particulate matter pollution,Rate,2004,0.07374249054048554,0.1167314060310726,0.042459546890944715
Deaths,Global,Both,All Ages,Sudden infant death syndrome,Ambient particulate matter pollution,Rate,2007,0.0031856164939215383,0.007213719316660003,0.0015184487609820588
Deaths,Global,Both,All Ages,Neonatal preterm birth,Ambient particulate matter pollution,Rate,2004,0.7431698071002716,1.0484329546405222,0.4924336815631026
Deaths,Global,Both,All Ages,Neonatal encephalopathy due to birth asphyxia and trauma,Ambient particulate matter pollution,Rate,2004,0.5333826374173863,0.8096829765409657,0.3225969726118215
Deaths,Global,Both,All Ages,Ischemic stroke,Ambient particulate matter pollution,Rate,2006,5.233946347253934,6.246044609803151,4.079548296504958
Deaths,Global,Both,All Ages,Subarachnoid hemorrhage,Ambient particulate matter pollution,Rate,2006,0.7550663419131894,0.9852247033088075,0.549861688660537
Deaths,Global,Both,All Ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2004,2.8738076698802963,3.728333471471489,2.0451398446217435
Deaths,Global,Both,All Ages,Upper respiratory infections,Ambient particulate matter pollution,Rate,2005,0.00019806905159910253,0.0003445786280804257,9.662458030773782e-05
Deaths,Global,Both,All Ages,Neonatal sepsis and other neonatal infections,Ambient particulate matter pollution,Rate,2004,0.16958363773145887,0.26684808839824997,0.1037852414501777
Deaths,Global,Both,All Ages,Lower respiratory infections,Ambient particulate matter pollution,Rate,2006,4.169382631576822,6.057212870293747,2.814949045759187
Deaths,Global,Both,All Ages,Upper respiratory infections,Ambient particulate matter pollution,Rate,2003,0.00023505897203664644,0.00041757584957092186,0.00010662831230390994
Deaths,Global,Both,All Ages,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2005,7.76231624958591,9.912951802044967,5.738511811314329
Deaths,Global,Both,All Ages,Encephalitis,Ambient particulate matter pollution,Rate,2004,0.0018899032120067278,0.0027593711145328676,0.0011857038869577622
Deaths,Global,Both,All Ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2003,2.8082547544694156,3.6792558316038404,1.9927699178221208
Deaths,Global,Both,All Ages,Other neonatal disorders,Ambient particulate matter pollution,Rate,2005,0.39171058795423375,0.5887313339733914,0.24828188776166366
Deaths,Global,Both,All Ages,Upper respiratory infections,Ambient particulate matter pollution,Rate,2007,0.00017619009703104645,0.00029794218139403205,9.442821827167328e-05
Deaths,Global,Both,All Ages,Neonatal encephalopathy due to birth asphyxia and trauma,Ambient particulate matter pollution,Rate,2008,0.5318162039939607,0.7804925234424269,0.3393407104111773
Deaths,Global,Both,All Ages,Diarrheal diseases,Ambient particulate matter pollution,Rate,2003,0.08592593653534734,0.14676434657399312,0.048663025321105245
Deaths,Global,Both,All Ages,Ischemic stroke,Ambient particulate matter pollution,Rate,2003,5.1347159720611115,6.277893644914151,3.9670464998411377
Deaths,Global,Both,All Ages,Subarachnoid hemorrhage,Ambient particulate matter pollution,Rate,2003,0.8306475218227432,1.102938320296114,0.5856164342098402
Deaths,Global,Both,All Ages,Otitis media,Ambient particulate matter pollution,Rate,2008,8.915433216346287e-05,0.00034828628391442203,7.46748449459701e-06
Deaths,Global,Both,All Ages,Neonatal preterm birth,Ambient particulate matter pollution,Rate,2005,0.7356797934240926,1.0391713700954075,0.489416393248632
Deaths,Global,Both,All Ages,Neonatal preterm birth,Ambient particulate matter pollution,Rate,2008,0.7413482033070841,1.0161830047982732,0.513173227278333
Deaths,Global,Both,All Ages,Encephalitis,Ambient particulate matter pollution,Rate,2003,0.001895994109370888,0.002791669547868532,0.0011696341540135987
Deaths,Global,Both,All Ages,Meningitis,Ambient particulate matter pollution,Rate,2008,0.016372628264770307,0.025456436194084452,0.010086736646422746
Deaths,Global,Both,All Ages,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2003,7.815485635113067,10.172547881584789,5.695549340578192
Deaths,Global,Both,All Ages,Other neonatal disorders,Ambient particulate matter pollution,Rate,2004,0.39034979074141263,0.5855874062851062,0.24829222236971482
Deaths,Global,Both,All Ages,Sudden infant death syndrome,Ambient particulate matter pollution,Rate,2003,0.0033194418784697455,0.007975999860508669,0.0015014266301486264
Deaths,Global,Both,All Ages,Lower respiratory infections,Ambient particulate matter pollution,Rate,2004,4.220370755427247,6.199255652186925,2.7960253726014024
Deaths,Global,Both,All Ages,Other neonatal disorders,Ambient particulate matter pollution,Rate,2006,0.3948103594907183,0.5902923180342939,0.25484343857260977
Deaths,Global,Both,All Ages,Diarrheal diseases,Ambient particulate matter pollution,Rate,2004,0.08341051483211966,0.14227508447738,0.048130881679738384
Deaths,Global,Both,All Ages,Ischemic heart disease,Ambient particulate matter pollution,Rate,2003,12.929827352227871,15.762656933471261,10.231315701332647
Deaths,Global,Both,All Ages,Otitis media,Ambient particulate matter pollution,Rate,2004,0.0001050721229055953,0.00037340454546105835,9.742870448937448e-06
Deaths,Global,Both,All Ages,Other neonatal disorders,Ambient particulate matter pollution,Rate,2003,0.38711658223922885,0.5836872088592606,0.24462931640060687
Deaths,Global,Both,All Ages,Meningitis,Ambient particulate matter pollution,Rate,2004,0.016339153278876806,0.026661622654138913,0.009562666781464288
Deaths,Global,Both,All Ages,Neonatal sepsis and other neonatal infections,Ambient particulate matter pollution,Rate,2003,0.16857652640271056,0.26701365206354877,0.10181708173959006
Deaths,Global,Both,All Ages,Ischemic heart disease,Ambient particulate matter pollution,Rate,2006,13.336624775319992,16.13950562950292,10.57981684910529
Deaths,Global,Both,All Ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2005,2.9446726353055164,3.8301122909353458,2.114806147734226
Deaths,Global,Both,All Ages,Diabetes mellitus type 2,Ambient particulate matter pollution,Rate,2004,1.5915074048080464,2.1433563650893945,1.1021967782523598
Deaths,Global,Both,All Ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2008,3.2059837739602832,4.044182720480959,2.3165437440156538
Deaths,Global,Both,All Ages,Otitis media,Ambient particulate matter pollution,Rate,2005,9.7303314825095e-05,0.00033871140409494994,8.63362863749752e-06
Deaths,Global,Both,All Ages,Meningitis,Ambient particulate matter pollution,Rate,2005,0.01633851127754334,0.026490664327187736,0.009520460267952214
Deaths,Global,Both,All Ages,Diabetes mellitus type 2,Ambient particulate matter pollution,Rate,2003,1.566176233802495,2.1256783793275305,1.0780202809591195
Deaths,Global,Both,All Ages,Lower respiratory infections,Ambient particulate matter pollution,Rate,2003,4.297566933051538,6.390475992575644,2.8047738472946553
Deaths,Global,Both,All Ages,Upper respiratory infections,Ambient particulate matter pollution,Rate,2006,0.00018569621785315707,0.00031725928493528486,9.553088871478724e-05
Deaths,Global,Both,All Ages,Upper respiratory infections,Ambient particulate matter pollution,Rate,2004,0.00021473364235890713,0.0003769118651767189,0.000101265579123799
